"State","Abbr","City","Beer_Name","Beer_ID","ABV","IBU","Brewery_id","Brewery_Name","Style","Ale_Style","Ounces"
"Oregon","OR","Springfield","Double D Blonde (2011)",498,0.049,20,199,"Hop Valley Brewing Company","American Blonde Ale","Ale",12
"Oregon","OR","Newport","Rogue American Amber Ale",1860,0.051,20,290,"Rogue Ales","American Amber / Red Ale","Ale",16
"Oregon","OR","Portland","Widmer Brothers Hefeweizen",1836,0.049,18,297,"Widmer Brothers Brewing Company","Hefeweizen","other beer",12
"Oregon","OR","Eugene","Overcast Espresso Stout",1668,0.058,18,151,"Oakshire Brewing","American Stout","other beer",12
"Oregon","OR","Springfield","541 American Lager",1354,0.048,16,199,"Hop Valley Brewing Company","American Pale Lager","other beer",12
"Oregon","OR","Springfield","Alphadelic IPA",1353,0.065,14,199,"Hop Valley Brewing Company","American IPA","IPA",12
"Oregon","OR","Astoria","Vortex IPA",318,0.074,13,207,"Fort George Brewery","American IPA","IPA",16
"Oregon","OR","Estacada","Mjolnir Imperial IPA",682,0.069,13,202,"Fearless Brewing Company","American Double / Imperial IPA","IPA",16
"Pennsylvania","PA","Export","RT Lager",1100,0.055,20,44,"Rivertowne Brewing Company","American Amber / Red Lager","other beer",12
"Pennsylvania","PA","Export","Grateful White",1101,0.061,25,44,"Rivertowne Brewing Company","Witbier","other beer",12
"Pennsylvania","PA","Pottstown","Keeper (Current)",1612,0.05,25,364,"Mikkeller","American Pilsner","other beer",12
"Pennsylvania","PA","Lansdale","Sanctified",2249,0.099,113,165,"Round Guys Brewing","Belgian Strong Pale Ale","Ale",12
"Pennsylvania","PA","Meadville","Pilzilla",1488,0.075,100,323,"Voodoo Brewery","American Double / Imperial Pilsner","other beer",12
"Pennsylvania","PA","Pottstown","113 IPA",24,0.07,95,372,"Sly Fox Brewing Company","American IPA","IPA",12
"Pennsylvania","PA","Pittsburgh","One Nut Brown",1834,0.047,93,298,"Hop Farm Brewing Company","American Brown Ale","Ale",12
"Pennsylvania","PA","Danville","T-Rail Pale Ale",509,0.055,90,302,"Old Forge Brewing Company","American Pale Ale (APA)","Ale",16
"Pennsylvania","PA","Danville","Resolution Rye Stout",1486,0.068,85,302,"Old Forge Brewing Company","American Stout","other beer",16
"Pennsylvania","PA","Export","Headless Wylie",2049,0.08,85,44,"Rivertowne Brewing Company","Pumpkin Ale","Ale",12
"Pennsylvania","PA","West Chester","1492",2300,0.065,85,168,"Boxcar Brewing Company","American Pale Ale (APA)","Ale",12
"Pennsylvania","PA","Lansdale","Alpha Blackback",1841,0.072,85,165,"Round Guys Brewing","American Black Ale","Ale",12
"Pennsylvania","PA","Slippery Rock","Slimy Pebble Pils",1304,0.045,75,432,"North Country Brewing Company","German Pilsener","other beer",12
"Pennsylvania","PA","York","Schweet Ale",1687,0.052,70,299,"Liquid Hero Brewery","Fruit / Vegetable Beer","other beer",12
"Pennsylvania","PA","Pittsburgh","Provision",1835,0.042,70,298,"Hop Farm Brewing Company","Saison / Farmhouse Ale","Ale",12
"Pennsylvania","PA","Export","Old Wylie's IPA",1099,0.062,65,44,"Rivertowne Brewing Company","American IPA","IPA",12
"Pennsylvania","PA","Danville","Endless Summer Ale (2011)",508,0.048,45,302,"Old Forge Brewing Company","American Pale Wheat Ale","Ale",16
"Pennsylvania","PA","Hershey","Perpetual IPA",1509,0.075,45,98,"Tröegs Brewing Company","American IPA","IPA",12
"Pennsylvania","PA","Pottstown","Oktoberfest Lager",166,0.058,44,372,"Sly Fox Brewing Company","Märzen / Oktoberfest","other beer",12
"Pennsylvania","PA","Export","Hop Lace",1879,0.062,42,44,"Rivertowne Brewing Company","American White IPA","IPA",12
"Pennsylvania","PA","Manheim","Bermuda Triangle Ginger Beer",1554,0.045,40,382,"Swashbuckler Brewing Company","Herbed / Spiced Beer","other beer",12
"Pennsylvania","PA","Meadville","White Magick of the Sun",1769,0.079,40,323,"Voodoo Brewery","Witbier","other beer",12
"Pennsylvania","PA","Export","Babbling Blonde",1103,0.053,40,44,"Rivertowne Brewing Company","American Blonde Ale","Ale",12
"Pennsylvania","PA","Danville","Hopsmith Pale Lager",1828,0.06,36,302,"Old Forge Brewing Company","American Pale Lager","other beer",16
"Pennsylvania","PA","Phoenixville","Homefront IPA",2305,0.06,31,164,"Sly Fox Brewing Company","American IPA","IPA",12
"Pennsylvania","PA","Pittsburgh","Hop Farm IPA",1833,0.058,30,298,"Hop Farm Brewing Company","American IPA","IPA",12
"Pennsylvania","PA","Pottstown","Pikeland Pils",21,0.049,30,372,"Sly Fox Brewing Company","German Pilsener","other beer",12
"Pennsylvania","PA","Yardley","Nitro Can Coffee Stout",2411,0.052,28,114,"Vault Brewing Company","American Stout","other beer",12
"Pennsylvania","PA","Philadelphia","Yunkin' Punkin'",1600,0.055,28,357,"Manayunk Brewing Company","Pumpkin Ale","Ale",12
"Pennsylvania","PA","Erie","Madra Allta",1675,0.064,28,346,"Lavery Brewing Company","American IPA","IPA",12
"Pennsylvania","PA","Pottstown","Phoenix Pale Ale",20,0.051,25,372,"Sly Fox Brewing Company","American Pale Ale (APA)","Ale",12
"Pennsylvania","PA","Danville","Overbite IPA",891,0.075,25,302,"Old Forge Brewing Company","American IPA","IPA",16
"Pennsylvania","PA","Export","Maxwell's Scottish Ale",1102,0.051,25,44,"Rivertowne Brewing Company","Scottish Ale","Ale",12
"Pennsylvania","PA","Biglerville","Jack's Hard Cider",823,0.051,25,417,"Jack's Hard Cider (Hauser Estate...","Cider","other beer",12
"Pennsylvania","PA","Meadville","Gran Met",1729,0.092,25,323,"Voodoo Brewery","Belgian Strong Pale Ale","Ale",12
"Pennsylvania","PA","Slippery Rock","Buck Snort Stout",1306,0.061,25,432,"North Country Brewing Company","American Stout","other beer",12
"Pennsylvania","PA","York","American Hero",1688,0.057,23,299,"Liquid Hero Brewery","American Amber / Red Ale","Ale",12
"Pennsylvania","PA","Lancaster","Lancaster German Style Kölsch",195,0.048,21,546,"Lancaster Brewing Company","Kölsch","other beer",12
"Pennsylvania","PA","Philadelphia","Schuylkill Punch",1355,0.06,21,357,"Manayunk Brewing Company","Fruit / Vegetable Beer","other beer",12
"Pennsylvania","PA","York","Irregardless IPA",1686,0.065,20,299,"Liquid Hero Brewery","American IPA","IPA",12
"Pennsylvania","PA","Hershey","Nugget Nectar",2444,0.075,20,98,"Tröegs Brewing Company","American Amber / Red Ale","Ale",16
"Pennsylvania","PA","Slippery Rock","Station 33 Firehouse Red",1305,0.055,18,432,"North Country Brewing Company","Irish Red Ale","Ale",12
"Pennsylvania","PA","Pottstown","Grisette",1363,0.056,18,372,"Sly Fox Brewing Company","Grisette","other beer",12
"Pennsylvania","PA","Lansdale","Sundown",2304,0.071,16,165,"Round Guys Brewing","Saison / Farmhouse Ale","Ale",12
"Pennsylvania","PA","Biglerville","Helen's Blend",1405,0.05,16,417,"Jack's Hard Cider (Hauser Estate...","Cider","other beer",12
"Pennsylvania","PA","Pottstown","Better Half",1611,0.068,14,364,"Mikkeller","American IPA","IPA",12
"Pennsylvania","PA","West Chester","Mango Ginger",2299,0.058,13,168,"Boxcar Brewing Company","American IPA","IPA",12
"Pennsylvania","PA","Lansdale","Original Slacker Ale",1842,0.056,8,165,"Round Guys Brewing","English Brown Ale","Ale",12
"Pennsylvania","PA","Philadelphia","Manayunk Oktoberfest",1626,0.067,8,357,"Manayunk Brewing Company","Märzen / Oktoberfest","other beer",12
"Rhode Island","RI","Providence","Narragansett Fest Lager",314,0.055,75,144,"Narragansett Brewing Company","Märzen / Oktoberfest","other beer",16
"Rhode Island","RI","Pawtucket","Raincloud Robust Porter",982,0.065,69,280,"Foolproof Brewing Company","American Porter","other beer",12
"Rhode Island","RI","Westerly","Flagship Ale",631,0.049,54,380,"Grey Sail Brewing of Rhode Island","Cream Ale","Ale",12
"Rhode Island","RI","Westerly","Bring Back the Beach Blonde Ale",1185,0.055,54,380,"Grey Sail Brewing of Rhode Island","American Blonde Ale","Ale",16
"Rhode Island","RI","Newport","Rhode Island Blueberry",2438,0.046,35,102,"Coastal Extreme Brewing Company","Kölsch","other beer",12
"Rhode Island","RI","Westerly","Leaning Chimney Smoked Porter",984,0.06,34,380,"Grey Sail Brewing of Rhode Island","American Porter","other beer",16
"Rhode Island","RI","Newport","Hurricane Amber Ale (2004)",751,0.052,32,102,"Coastal Extreme Brewing Company","American Amber / Red Ale","Ale",12
"Rhode Island","RI","Westerly","Autumn Winds",1567,0.058,30,380,"Grey Sail Brewing of Rhode Island","Märzen / Oktoberfest","other beer",16
"Rhode Island","RI","Providence","Autocrat Coffee Milk Stout",1775,0.053,30,144,"Narragansett Brewing Company","Milk / Sweet Stout","other beer",16
"Rhode Island","RI","Pawtucket","Backyahd IPA",983,0.06,24,280,"Foolproof Brewing Company","American IPA","IPA",12
"Rhode Island","RI","Providence","Narragansett Bohemian Pilsner",1291,0.086,24,144,"Narragansett Brewing Company","German Pilsener","other beer",16
"Rhode Island","RI","Providence","Narragansett Summer Ale",403,0.042,24,144,"Narragansett Brewing Company","American Pale Wheat Ale","Ale",16
"Rhode Island","RI","Pawtucket","Barstool American Golden Ale",981,0.045,24,280,"Foolproof Brewing Company","American Blonde Ale","Ale",12
"Rhode Island","RI","Providence","Bohemian Pils",2224,0.052,22,144,"Narragansett Brewing Company","American Pilsner","other beer",16
"Rhode Island","RI","Westerly","Flying Jenny Extra Pale Ale (2012)",693,0.06,22,380,"Grey Sail Brewing of Rhode Island","American Pale Ale (APA)","Ale",12
"Rhode Island","RI","Newport","Newport Storm IPA",2437,0.065,22,102,"Coastal Extreme Brewing Company","American IPA","IPA",12
"Rhode Island","RI","Providence","Narragansett Bock",315,0.065,20,144,"Narragansett Brewing Company","Bock","other beer",16
"Rhode Island","RI","Pawtucket","La Ferme Urbaine Farmhouse Ale",1899,0.078,15,280,"Foolproof Brewing Company","Saison / Farmhouse Ale","Ale",12
"Rhode Island","RI","Westerly","Hazy Day Belgian-Style Wit",1186,0.04,11,380,"Grey Sail Brewing of Rhode Island","Witbier","other beer",16
"Rhode Island","RI","Newport","Hurricane Amber Ale",120,0.052,10,102,"Coastal Extreme Brewing Company","American Amber / Red Ale","Ale",12
"South Carolina","SC","Greenville","Smoking Mirror",2030,0.055,80,247,"Quest Brewing Company","American Porter","other beer",12
"South Carolina","SC","Charleston","Dead Arm",2655,0.06,75,6,"COAST Brewing Company","American Pale Ale (APA)","Ale",12
"South Carolina","SC","Mt. Pleasant","White Thai",576,0.05,30,385,"Westbrook Brewing Company","Witbier","other beer",12
"South Carolina","SC","Charleston","HopArt",2653,0.077,65,6,"COAST Brewing Company","American IPA","IPA",16
"South Carolina","SC","Charleston","Rye Knot",2656,0.062,35,6,"COAST Brewing Company","American Brown Ale","Ale",12
"South Carolina","SC","Mt. Pleasant","Westbrook Gose",1312,0.04,30,385,"Westbrook Brewing Company","Gose","other beer",12
"South Carolina","SC","Greenville","Golden Fleece",2031,0.045,16,247,"Quest Brewing Company","Belgian Pale Ale","Ale",12
"South Carolina","SC","Charleston","Boy King",2652,0.097,5,6,"COAST Brewing Company","American Double / Imperial IPA","IPA",16
"South Dakota","SD","Spearfish","Pile O'Dirt Porter",272,0.069,10,213,"Crow Peak Brewing Company","American Porter","other beer",12
"South Dakota","SD","Spearfish","Canyon Cream Ale",542,0.055,26,213,"Crow Peak Brewing Company","Cream Ale","Ale",12
"South Dakota","SD","Spearfish","Mjöllnir",1804,0.066,25,213,"Crow Peak Brewing Company","Herbed / Spiced Beer","other beer",12
"Tennessee","TN","Chattanooga","Big River Pilsner",643,0.05,61,520,"Big River Brewing Company","Czech Pilsener","other beer",12
"Tennessee","TN","Memphis","Tiny Bomb",1469,0.045,55,240,"Wiseacre Brewing Company","American Pilsner","other beer",12
"Tennessee","TN","Memphis","Tarasque",2047,0.059,37,240,"Wiseacre Brewing Company","Saison / Farmhouse Ale","Ale",12
"Tennessee","TN","Nashville","Thunder Ann",1793,0.055,32,313,"Jackalope Brewing Company","American Pale Ale (APA)","Ale",12
"Tennessee","TN","Chattanooga","House Brand IPA",632,0.06,23,520,"Big River Brewing Company","American IPA","IPA",12
"Texas","TX","Austin","Alteration",502,0.051,20,396,"Hops & Grain Brewery","Altbier","other beer",12
"Texas","TX","Austin","Infamous IPA",2038,0.07,27,243,"Infamous Brewing Company","American IPA","IPA",12
"Texas","TX","Austin","Slow Ride",2069,0.048,18,185,"Oasis Texas Brewing Company","American Pale Ale (APA)","Ale",12
"Texas","TX","Dallas","Local Buzz",1872,0.052,118,288,"Four Corners Brewing Company","American Blonde Ale","Ale",12
"Texas","TX","Conroe","Le Mort Vivant (2011)",555,0.069,110,119,"Southern Star Brewing Company","Bière de Garde","other beer",12
"Texas","TX","Dallas","Block Party Robust Porter",1873,0.057,110,288,"Four Corners Brewing Company","American Porter","other beer",12
"Texas","TX","Austin","Porter Culture",2357,0.065,100,137,"Hops & Grains Brewing Company","American Porter","other beer",12
"Texas","TX","Houston","1836",2125,0.06,100,215,"Buffalo Bayou Brewing Company","American Blonde Ale","Ale",12
"Texas","TX","College Station","Dammit Jim!",2041,0.052,100,242,"New Republic Brewing Company","American Amber / Red Ale","Ale",12
"Texas","TX","College Station","Kadigan",2042,0.056,90,242,"New Republic Brewing Company","American Blonde Ale","Ale",12
"Texas","TX","Austin","Luchesa Lager",2070,0.048,85,185,"Oasis Texas Brewing Company","Keller Bier / Zwickel Bier","other beer",12
"Texas","TX","Austin","London Homesick Ale",2071,0.049,85,185,"Oasis Texas Brewing Company","English Bitter","other beer",12
"Texas","TX","Conroe","Walloon",2267,0.055,75,119,"Southern Star Brewing Company","Saison / Farmhouse Ale","Ale",12
"Texas","TX","Denton","Greenbelt Farmhouse Ale",1332,0.051,75,427,"Armadillo Ale Works","Saison / Farmhouse Ale","Ale",12
"Texas","TX","Conroe","Bombshell Blonde",44,0.05,73,119,"Southern Star Brewing Company","American Blonde Ale","Ale",12
"Texas","TX","Houston","Hopadillo India Pale Ale",463,0.066,70,126,"Karbach Brewing Company","American IPA","IPA",12
"Texas","TX","San Antonio","Pete's ESP Lager (1998)",1062,0.051,70,471,"Pete's Brewing Company","American Pale Lager","other beer",12
"Texas","TX","South Austin","Texas Pale Ale (TPA)",1971,0.055,70,258,"South Austin Brewery","American IPA","IPA",16
"Texas","TX","Dripping Springs","Twisted X",2212,0.051,70,39,"Twisted X Brewing Company","American Adjunct Lager","other beer",12
"Texas","TX","Fort Worth","River House Saison",1232,0.05,69,162,"Martin House Brewing Company","Saison / Farmhouse Ale","Ale",12
"Texas","TX","San Antonio","Pete's Wicked Summer Brew (1996)",1053,0.047,63,471,"Pete's Brewing Company","American Pale Wheat Ale","Ale",12
"Texas","TX","Austin","Pale Dog",501,0.06,60,396,"Hops & Grain Brewery","American Pale Ale (APA)","Ale",12
"Texas","TX","San Antonio","Bat Outta Helles",2524,0.042,52,67,"Freetail Brewing Company","Munich Helles Lager","other beer",12
"Texas","TX","Houston","Summer's Wit",2124,0.06,50,215,"Buffalo Bayou Brewing Company","Witbier","other beer",12
"Texas","TX","San Antonio","Original",2523,0.068,50,67,"Freetail Brewing Company","American Amber / Red Ale","Ale",12
"Texas","TX","Farmers Branch","Monarch Classic American Wheat",2129,0.043,50,214,"Grapevine Craft Brewery","American Pale Wheat Ale","Ale",12
"Texas","TX","Dallas","Oak Cliff Coffee Ale",2251,0.075,50,128,"Deep Ellum Brewing Company","American Brown Ale","Ale",12
"Texas","TX","Blanco","Firemans #4 Blonde Ale (2013)",1718,0.051,50,129,"Real Ale Brewing Company","American Blonde Ale","Ale",12
"Texas","TX","Alpine","Terlingua Gold",1154,0.06,47,464,"Big Bend Brewing Company","American Blonde Ale","Ale",12
"Texas","TX","Dallas","Dallas Blonde",946,0.052,45,128,"Deep Ellum Brewing Company","American Blonde Ale","Ale",12
"Texas","TX","San Antonio","Pete's Wicked Summer Brew (1995)",1061,0.047,45,471,"Pete's Brewing Company","American Pale Wheat Ale","Ale",12
"Texas","TX","Conroe","Le Mort Vivant",1740,0.069,45,119,"Southern Star Brewing Company","Bière de Garde","other beer",12
"Texas","TX","Farmers Branch","Lakefire Rye Pale Ale",2126,0.055,42,214,"Grapevine Craft Brewery","American Pale Ale (APA)","Ale",12
"Texas","TX","Alpine","Tejas Lager",1157,0.047,40,464,"Big Bend Brewing Company","Czech Pilsener","other beer",12
"Texas","TX","Alpine","Number 22 Porter",1156,0.064,40,464,"Big Bend Brewing Company","American Porter","other beer",12
"Texas","TX","Houston","More Cowbell",2123,0.09,40,215,"Buffalo Bayou Brewing Company","American Double / Imperial IPA","IPA",16
"Texas","TX","Fort Worth","The Imperial Texan",1234,0.08,40,162,"Martin House Brewing Company","American Double / Imperial IPA","IPA",12
"Texas","TX","Austin","The One They Call Zoe",1004,0.051,40,396,"Hops & Grain Brewery","American Pale Lager","other beer",12
"Texas","TX","Austin","Green House India Pale Ale",1501,0.07,40,396,"Hops & Grain Brewery","American IPA","IPA",12
"Texas","TX","San Antonio","Pete's Wicked Summer Brew (1997)",1054,0.047,40,471,"Pete's Brewing Company","American Pale Wheat Ale","Ale",12
"Texas","TX","Austin","Peacemaker",342,0.051,36,414,"Austin Beerworks","American Pale Ale (APA)","Ale",12
"Texas","TX","Houston","Weisse Versa (2012)",2374,0.052,35,126,"Karbach Brewing Company","Hefeweizen","other beer",12
"Texas","TX","Blanco","BLAKKR",1861,0.099,35,129,"Real Ale Brewing Company","American Black Ale","Ale",12
"Texas","TX","Fort Worth","Pride of Texas Pale Ale",2229,0.058,35,177,"Rahr & Sons Brewing Company","American Pale Ale (APA)","Ale",12
"Texas","TX","Fort Worth","Day Break 4-Grain Breakfast Beer",1233,0.05,35,162,"Martin House Brewing Company","Rye Beer","other beer",16
"Texas","TX","Dripping Springs","Cow Creek",2588,0.054,35,39,"Twisted X Brewing Company","American Amber / Red Lager","other beer",12
"Texas","TX","Fredericksburg","Lobo Lito",2238,0.04,35,188,"Pedernales Brewing Company","Light Lager","other beer",12
"Texas","TX","Austin","Pearl-Snap",341,0.053,33,414,"Austin Beerworks","German Pilsener","other beer",12
"Texas","TX","Seven Points","The Lawn Ranger",1050,0.05,33,30,"Cedar Creek Brewery","Cream Ale","Ale",16
"Texas","TX","Dallas","Deep Ellum Pale Ale",1827,0.06,32,128,"Deep Ellum Brewing Company","American Pale Ale (APA)","Ale",12
"Texas","TX","Houston","Barn Burner Saison",1068,0.066,30,126,"Karbach Brewing Company","Saison / Farmhouse Ale","Ale",12
"Texas","TX","Austin","Humbucker Helles",2367,0.047,27,127,"Uncle Billy's Brewery and Smokeh...","Maibock / Helles Bock","other beer",16
"Texas","TX","San Antonio","Pinata Protest",2525,0.06,27,67,"Freetail Brewing Company","Witbier","other beer",12
"Texas","TX","Conroe","Pine Belt Pale Ale",45,0.065,27,119,"Southern Star Brewing Company","American Pale Ale (APA)","Ale",16
"Texas","TX","Fredericksburg","Robert Earl Keen Honey Pils",2144,0.05,26,188,"Pedernales Brewing Company","American Pilsner","other beer",12
"Texas","TX","College Station","Skylight",2043,0.056,25,242,"New Republic Brewing Company","Dunkelweizen","other beer",12
"Texas","TX","Fort Worth","There Will Be Stout",1231,0.065,25,162,"Martin House Brewing Company","American Stout","other beer",12
"Texas","TX","Houston","Rodeo Clown Double IPA",666,0.095,25,126,"Karbach Brewing Company","American Double / Imperial IPA","IPA",12
"Texas","TX","Blanco","Firemans #4 Blonde Ale (2015)",830,0.051,25,129,"Real Ale Brewing Company","American Blonde Ale","Ale",12
"Texas","TX","Conroe","PRO-AM (2012) (2012)",853,0.099,25,119,"Southern Star Brewing Company","American Double / Imperial IPA","IPA",12
"Texas","TX","San Antonio","Rye Wit",2522,0.042,25,67,"Freetail Brewing Company","Witbier","other beer",12
"Texas","TX","Fort Worth","Rubberneck Red",2197,0.05,23,162,"Martin House Brewing Company","American Amber / Red Ale","Ale",16
"Texas","TX","Blanco","White (2015)",2211,0.046,23,129,"Real Ale Brewing Company","Witbier","other beer",12
"Texas","TX","San Antonio","Yo Soy Un Berliner",2520,0.044,23,67,"Freetail Brewing Company","Berliner Weissbier","other beer",12
"Texas","TX","Conroe","Old Potentate",1010,0.072,22,119,"Southern Star Brewing Company","Old Ale","Ale",12
"Texas","TX","San Antonio","Evil Owl",2167,0.052,21,208,"Branchline Brewing Company","American Amber / Red Ale","Ale",12
"Texas","TX","Richmond","First Stand",2119,0.055,21,216,"Texian Brewing Co.","Saison / Farmhouse Ale","Ale",12
"Texas","TX","San Antonio","Soul Doubt",2521,0.059,21,67,"Freetail Brewing Company","American IPA","IPA",12
"Texas","TX","Richmond","Brutus",2116,0.071,21,216,"Texian Brewing Co.","English India Pale Ale (IPA)","IPA",12
"Texas","TX","Fort Worth","River House",2308,0.05,20,162,"Martin House Brewing Company","Saison / Farmhouse Ale","Ale",16
"Texas","TX","Blanco","18th Anniversary Gose",2370,0.044,20,129,"Real Ale Brewing Company","Gose","other beer",12
"Texas","TX","Dallas","El Chingon IPA",1874,0.076,20,288,"Four Corners Brewing Company","American IPA","IPA",12
"Texas","TX","Conroe","Red Cockaded Ale",1728,0.085,20,119,"Southern Star Brewing Company","American Double / Imperial IPA","IPA",12
"Texas","TX","Dallas","Dream Crusher Double IPA",2166,0.085,20,128,"Deep Ellum Brewing Company","American Double / Imperial IPA","IPA",12
"Texas","TX","Dripping Springs","Chupahopra",2458,0.075,20,39,"Twisted X Brewing Company","American IPA","IPA",12
"Texas","TX","Conroe","Valkyrie Double IPA",1497,0.092,20,119,"Southern Star Brewing Company","American Double / Imperial IPA","IPA",12
"Texas","TX","San Antonio","Pete's Wicked Summer Brew (2002)",1055,0.047,20,471,"Pete's Brewing Company","American Pale Wheat Ale","Ale",12
"Texas","TX","Houston","Karbachtoberfest",1458,0.055,20,126,"Karbach Brewing Company","Märzen / Oktoberfest","other beer",12
"Texas","TX","Seven Points","Scruffy's Smoked Alt",1584,0.051,20,30,"Cedar Creek Brewery","Smoked Beer","other beer",16
"Texas","TX","Austin","Hijack",1774,0.055,20,243,"Infamous Brewing Company","Cream Ale","Ale",12
"Texas","TX","Dallas","Deep Ellum IPA",943,0.07,19,128,"Deep Ellum Brewing Company","American IPA","IPA",12
"Texas","TX","Austin","Lake Monster",2247,0.082,18,185,"Oasis Texas Brewing Company","Baltic Porter","other beer",16
"Texas","TX","South Austin","Kol' Beer",1969,0.05,18,258,"South Austin Brewery","Kölsch","other beer",16
"Texas","TX","Conroe","Red Cockaded Ale (2013)",1011,0.085,17,119,"Southern Star Brewing Company","American Double / Imperial IPA","IPA",12
"Texas","TX","Fort Worth","The Imperial Texan",2120,0.08,16,162,"Martin House Brewing Company","American Double / Imperial IPA","IPA",16
"Texas","TX","South Austin","6 String Saison",1970,0.08,15,258,"South Austin Brewery","Saison / Farmhouse Ale","Ale",16
"Texas","TX","Houston","Mother in Lager",1560,0.058,12,126,"Karbach Brewing Company","Munich Dunkel Lager","other beer",12
"Texas","TX","Dallas","Double Brown Stout",1203,0.07,12,128,"Deep Ellum Brewing Company","Baltic Porter","other beer",12
"Texas","TX","Austin","The Green Room",2372,0.06,10,127,"Uncle Billy's Brewery and Smokeh...","American IPA","IPA",16
"Texas","TX","Blanco","Four Squared (2015)",1086,0.06,5,129,"Real Ale Brewing Company","American Blonde Ale","Ale",12
"Utah","UT","Moab","Johnny's American IPA",644,0.04,18,400,"Moab Brewery","American IPA","IPA",16
"Utah","UT","Salt Lake City","Squatters Full Suspension Pale Ale",1679,0.04,60,303,"Utah Brewers Cooperative","American Pale Ale (APA)","Ale",12
"Utah","UT","Salt Lake City","Wasatch Apricot Hefeweizen",1681,0.04,40,303,"Utah Brewers Cooperative","Fruit / Vegetable Beer","other beer",12
"Utah","UT","Salt Lake City","PUNK'N",2310,0.05,40,160,"Uinta Brewing Company","Pumpkin Ale","Ale",12
"Utah","UT","Salt Lake City","Yard Sale Winter Lager",2100,0.04,9,160,"Uinta Brewing Company","American Amber / Red Lager","other beer",12
"Utah","UT","Salt Lake City","Trader Session IPA",1925,0.04,45,160,"Uinta Brewing Company","American IPA","IPA",12
"Utah","UT","Moab","Dead Horse Amber",902,0.04,83,400,"Moab Brewery","American Pale Wheat Ale","Ale",16
"Utah","UT","Salt Lake City","WYLD Extra Pale Ale",974,0.04,82,160,"Uinta Brewing Company","American Pale Ale (APA)","Ale",12
"Utah","UT","Midvale","Czech Pilsner",89,0.05,75,365,"Bohemian Brewery","Czech Pilsener","other beer",12
"Utah","UT","Salt Lake City","Cutthroat Pale Ale",1088,0.04,75,160,"Uinta Brewing Company","American Pale Ale (APA)","Ale",12
"Utah","UT","Salt Lake City","Devastator Double Bock",1824,0.08,42,303,"Utah Brewers Cooperative","Doppelbock","other beer",12
"Utah","UT","Salt Lake City","SUM'R",1212,0.04,34,160,"Uinta Brewing Company","American Blonde Ale","Ale",12
"Utah","UT","Salt Lake City","Hop Notch IPA (2013)",1089,0.073,32,160,"Uinta Brewing Company","American IPA","IPA",12
"Utah","UT","Salt Lake City","Hop Nosh IPA",1723,0.073,29,160,"Uinta Brewing Company","American IPA","IPA",12
"Utah","UT","Salt Lake City","Wasatch Ghostrider White IPA",1823,0.06,22,303,"Utah Brewers Cooperative","American White IPA","IPA",12
"Utah","UT","Moab","Rocket Bike American Lager",645,0.04,17,400,"Moab Brewery","California Common / Steam Beer","other beer",16
"Utah","UT","Salt Lake City","Wasatch Ghostrider White IPA (2014)",1682,0.06,10,303,"Utah Brewers Cooperative","American White IPA","IPA",12
"Virginia","VA","Norfolk","Murphy's Law",2406,0.058,15,116,"Smartmouth Brewing Company","American Amber / Red Ale","Ale",12
"Virginia","VA","Nellysford","Blonde Hunny",2253,0.068,40,182,"Wild Wolf Brewing Company","Belgian Pale Ale","Ale",12
"Virginia","VA","Charlottesville","Killer Kolsch",2055,0.05,65,237,"Champion Brewing Company","Kölsch","other beer",12
"Virginia","VA","Lexington","Bravo Four Point",2051,0.044,135,238,"Devil's Backbone Brewing Company","American Pale Ale (APA)","Ale",12
"Virginia","VA","Ashland","Main St. Virginia Ale",1248,0.05,108,123,"Center of the Universe Brewing C...","Altbier","other beer",12
"Virginia","VA","Charlottesville","Black Me Stout",2056,0.06,88,237,"Champion Brewing Company","American Stout","other beer",12
"Virginia","VA","Crozet","Northern Lights India Pale Ale",368,0.065,70,384,"Starr Hill Brewery","American IPA","IPA",12
"Virginia","VA","Nellysford","Alpha Ale",1194,0.051,70,182,"Wild Wolf Brewing Company","American Pale Ale (APA)","Ale",12
"Virginia","VA","Richmond","Capital Trail Pale Ale",1270,0.056,65,344,"Hardywood Park Craft Brewery","American Pale Ale (APA)","Ale",12
"Virginia","VA","Ashburn","Face Plant IPA",1309,0.062,65,431,"Lost Rhino Brewing Company","American IPA","IPA",12
"Virginia","VA","Afton","Full Nelson Pale Ale",1547,0.059,60,383,"Blue Mountain Brewery","American Pale Ale (APA)","Ale",12
"Virginia","VA","Charlottesville","Stickin' In My Rye",2057,0.07,60,237,"Champion Brewing Company","Rye Beer","other beer",24
"Virginia","VA","Troutville","Flying Mouse 4",2566,0.07,55,51,"Flying Mouse Brewery","American IPA","IPA",12
"Virginia","VA","Charlottesville","40 Mile IPA",1912,0.06,55,274,"Three Notch'd Brewing Company","American IPA","IPA",12
"Virginia","VA","Richmond","The Great Return",1677,0.075,52,344,"Hardywood Park Craft Brewery","American IPA","IPA",16
"Virginia","VA","Norfolk","Alter Ego ",2405,0.062,52,116,"Smartmouth Brewing Company","Saison / Farmhouse Ale","Ale",12
"Virginia","VA","Norfolk","Rule G IPA",2407,0.07,50,116,"Smartmouth Brewing Company","American IPA","IPA",12
"Virginia","VA","Crozet","Starr Pils",1544,0.042,45,384,"Starr Hill Brewery","German Pilsener","other beer",12
